95,17,2124,1270,208,160,1,-1,-1,-1
96,17,2096,1261,214,164,1,-1,-1,-1
97,17,2069,1254,219,168,1,-1,-1,-1
98,17,2047,1250,215,165,1,-1,-1,-1
99,17,2022,1244,214,165,1,-1,-1,-1
100,17,1998,1238,219,167,1,-1,-1,-1
101,17,1975,1232,224,170,1,-1,-1,-1
102,17,1942,1224,229,174,1,-1,-1,-1
103,17,1904,1214,237,179,1,-1,-1,-1
104,17,1868,1206,247,185,1,-1,-1,-1
105,17,1830,1196,256,191,1,-1,-1,-1
106,17,1795,1183,268,198,1,-1,-1,-1
107,17,1758,1170,279,206,1,-1,-1,-1
108,17,1719,1160,291,213,1,-1,-1,-1
109,17,1669,1152,301,219,1,-1,-1,-1
110,17,1630,1144,307,221,1,-1,-1,-1
111,17,1604,1138,310,221,1,-1,-1,-1
111,18,686,1261,752,447,1,-1,-1,-1
112,17,1580,1130,320,226,1,-1,-1,-1
112,18,875,1258,678,402,1,-1,-1,-1
113,17,1553,1124,330,230,1,-1,-1,-1
113,18,1019,1261,612,364,1,-1,-1,-1
114,17,1500,1114,343,236,1,-1,-1,-1
114,18,1127,1261,558,332,1,-1,-1,-1
115,17,1424,1104,355,240,1,-1,-1,-1
115,18,1211,1258,528,314,1,-1,-1,-1
116,17,1349,1093,367,245,1,-1,-1,-1
116,18,1298,1260,484,288,1,-1,-1,-1
117,17,1280,1083,374,247,1,-1,-1,-1
117,18,1395,1260,455,272,1,-1,-1,-1
118,17,1209,1074,394,256,1,-1,-1,-1
118,18,1506,1260,412,246,1,-1,-1,-1
119,17,1132,1065,421,271,1,-1,-1,-1
119,18,1616,1259,367,220,1,-1,-1,-1
120,17,1043,1055,452,286,1,-1,-1,-1
121,17,949,1044,485,304,1,-1,-1,-1
122,17,845,1031,526,326,1,-1,-1,-1
123,17,731,1019,570,349,1,-1,-1,-1
124,17,600,1004,620,376,1,-1,-1,-1
125,17,458,990,675,405,1,-1,-1,-1
126,17,295,976,738,438,1,-1,-1,-1
127,17,134,960,807,476,1,-1,-1,-1
128,17,15,948,856,500,1,-1,-1,-1
129,17,-71,937,882,516,1,-1,-1,-1
188,19,2268,1320,166,119,1,-1,-1,-1
189,19,2252,1316,170,122,1,-1,-1,-1
190,19,2237,1311,175,126,1,-1,-1,-1
191,19,2220,1306,180,130,1,-1,-1,-1
192,19,2199,1298,191,138,1,-1,-1,-1
193,19,2182,1293,196,142,1,-1,-1,-1
194,19,2160,1291,198,143,1,-1,-1,-1
195,19,2140,1286,200,145,1,-1,-1,-1
196,19,2122,1281,201,145,1,-1,-1,-1
197,19,2101,1275,203,147,1,-1,-1,-1
198,19,2077,1268,209,152,1,-1,-1,-1
199,19,2050,1262,211,153,1,-1,-1,-1
200,19,2029,1257,214,155,1,-1,-1,-1
201,19,2013,1252,220,160,1,-1,-1,-1
202,19,1992,1247,223,162,1,-1,-1,-1
203,19,1969,1242,225,163,1,-1,-1,-1
204,19,1936,1236,230,167,1,-1,-1,-1
205,19,1903,1228,236,170,1,-1,-1,-1
206,19,1869,1221,242,174,1,-1,-1,-1
207,19,1838,1213,249,179,1,-1,-1,-1
208,19,1804,1205,257,184,1,-1,-1,-1
209,19,1769,1196,265,189,1,-1,-1,-1
210,19,1733,1186,273,194,1,-1,-1,-1
211,19,1688,1171,284,202,1,-1,-1,-1
212,19,1640,1158,297,210,1,-1,-1,-1
213,19,1604,1152,304,214,1,-1,-1,-1
214,19,1569,1147,310,217,1,-1,-1,-1
215,19,1522,1140,314,217,1,-1,-1,-1
216,19,1464,1134,315,216,1,-1,-1,-1
217,19,1402,1125,323,219,1,-1,-1,-1
218,19,1348,1118,331,222,1,-1,-1,-1
219,19,1290,1111,340,226,1,-1,-1,-1
220,19,1219,1101,357,236,1,-1,-1,-1
221,19,1146,1090,377,246,1,-1,-1,-1
222,19,1075,1080,397,257,1,-1,-1,-1
223,19,1008,1072,416,268,1,-1,-1,-1
224,19,915,1061,445,282,1,-1,-1,-1
225,19,817,1048,477,300,1,-1,-1,-1
226,19,703,1038,511,318,1,-1,-1,-1
227,19,570,1025,554,342,1,-1,-1,-1
228,19,429,1014,596,364,1,-1,-1,-1
229,19,266,1003,644,389,1,-1,-1,-1
230,19,115,988,696,417,1,-1,-1,-1
231,19,-14,962,765,455,1,-1,-1,-1
232,19,-120,944,811,480,1,-1,-1,-1
233,19,-208,933,836,495,1,-1,-1,-1
278,20,2269,1327,157,116,1,-1,-1,-1
279,20,2255,1324,156,115,1,-1,-1,-1
280,20,2241,1321,162,119,1,-1,-1,-1
281,20,2222,1315,170,126,1,-1,-1,-1
282,20,2207,1312,173,127,1,-1,-1,-1
283,20,2192,1307,178,131,1,-1,-1,-1
284,20,2165,1301,183,135,1,-1,-1,-1
285,20,2139,1294,190,141,1,-1,-1,-1
286,20,2114,1288,194,143,1,-1,-1,-1
287,20,2093,1284,192,142,1,-1,-1,-1
288,20,2065,1279,186,137,1,-1,-1,-1
289,20,2043,1273,188,138,1,-1,-1,-1
290,20,2024,1268,193,140,1,-1,-1,-1
291,20,2001,1261,200,145,1,-1,-1,-1
292,20,1976,1255,206,150,1,-1,-1,-1
293,20,1950,1248,213,154,1,-1,-1,-1
294,20,1922,1241,219,159,1,-1,-1,-1
295,20,1891,1234,225,162,1,-1,-1,-1
296,20,1860,1227,230,165,1,-1,-1,-1
297,20,1828,1218,240,171,1,-1,-1,-1
298,20,1795,1211,243,172,1,-1,-1,-1
298,21,655,1228,837,461,1,-1,-1,-1
299,20,1763,1204,249,174,1,-1,-1,-1
299,21,834,1231,752,414,1,-1,-1,-1
300,20,1734,1199,249,173,1,-1,-1,-1
300,21,967,1235,680,376,1,-1,-1,-1
301,20,1681,1185,260,180,1,-1,-1,-1
301,21,1078,1237,629,347,1,-1,-1,-1
302,20,1634,1178,264,181,1,-1,-1,-1
302,21,1180,1238,587,325,1,-1,-1,-1
303,20,1592,1173,267,181,1,-1,-1,-1
303,21,1270,1241,548,304,1,-1,-1,-1
304,20,1552,1168,268,181,1,-1,-1,-1
304,21,1361,1243,524,293,1,-1,-1,-1
305,20,1510,1158,278,185,1,-1,-1,-1
305,21,1469,1246,481,269,1,-1,-1,-1
306,20,1465,1148,280,185,1,-1,-1,-1
306,21,1577,1248,437,244,1,-1,-1,-1
307,20,1419,1139,282,185,1,-1,-1,-1
308,20,1358,1130,301,194,1,-1,-1,-1
309,20,1296,1124,314,201,1,-1,-1,-1
310,20,1239,1117,327,208,1,-1,-1,-1
311,20,1168,1109,345,216,1,-1,-1,-1
312,20,1096,1101,361,224,1,-1,-1,-1
312,22,2267,1325,155,115,1,-1,-1,-1
313,20,1029,1096,374,230,1,-1,-1,-1
313,22,2252,1324,155,115,1,-1,-1,-1
314,20,947,1087,399,243,1,-1,-1,-1
314,22,2232,1319,162,120,1,-1,-1,-1
314,23,1818,1287,306,202,1,-1,-1,-1
315,20,855,1077,428,258,1,-1,-1,-1
315,22,2210,1314,169,125,1,-1,-1,-1
315,23,1857,1296,298,196,1,-1,-1,-1
316,20,756,1067,459,273,1,-1,-1,-1
316,22,2193,1311,171,126,1,-1,-1,-1
316,23,1888,1299,298,196,1,-1,-1,-1
317,20,648,1057,492,289,1,-1,-1,-1
317,22,2178,1308,174,128,1,-1,-1,-1
317,23,1927,1302,292,194,1,-1,-1,-1
318,20,536,1051,526,305,1,-1,-1,-1
318,23,1971,1304,290,191,1,-1,-1,-1
319,20,397,1043,566,324,1,-1,-1,-1
319,23,2001,1299,292,194,1,-1,-1,-1
320,20,253,1035,607,343,1,-1,-1,-1
320,23,2032,1300,291,192,1,-1,-1,-1
321,20,113,1027,657,366,1,-1,-1,-1
321,23,2035,1306,288,191,1,-1,-1,-1
322,20,6,1019,694,383,1,-1,-1,-1
322,23,2048,1314,280,187,1,-1,-1,-1
323,20,-76,1011,713,394,1,-1,-1,-1
323,23,2061,1318,279,186,1,-1,-1,-1
324,23,2082,1326,271,180,1,-1,-1,-1
325,22,1956,1251,205,152,1,-1,-1,-1
325,23,2104,1332,264,176,1,-1,-1,-1
326,22,1923,1242,211,156,1,-1,-1,-1
326,23,2135,1338,255,171,1,-1,-1,-1
327,22,1890,1234,218,161,1,-1,-1,-1
327,23,2172,1349,234,158,1,-1,-1,-1
328,22,1854,1227,222,163,1,-1,-1,-1
328,23,2197,1353,226,153,1,-1,-1,-1
329,22,1819,1220,224,164,1,-1,-1,-1
329,23,2219,1357,221,151,1,-1,-1,-1
330,22,1781,1211,229,167,1,-1,-1,-1
330,23,2235,1360,215,148,1,-1,-1,-1
331,22,1740,1203,235,169,1,-1,-1,-1
331,23,2255,1364,210,145,1,-1,-1,-1
332,22,1698,1192,245,176,1,-1,-1,-1
332,23,2268,1365,208,145,1,-1,-1,-1
333,22,1646,1181,255,182,1,-1,-1,-1
333,23,2281,1366,204,142,1,-1,-1,-1
334,22,1587,1171,264,188,1,-1,-1,-1
334,23,2295,1368,200,140,1,-1,-1,-1
335,22,1537,1165,270,190,1,-1,-1,-1
335,23,2307,1370,198,139,1,-1,-1,-1
336,22,1489,1158,276,192,1,-1,-1,-1
336,23,2316,1372,196,138,1,-1,-1,-1
337,22,1441,1151,284,196,1,-1,-1,-1
337,23,2330,1374,193,136,1,-1,-1,-1
338,22,1384,1142,294,201,1,-1,-1,-1
338,23,2339,1377,193,136,1,-1,-1,-1
339,22,1328,1136,300,205,1,-1,-1,-1
339,23,2348,1378,193,136,1,-1,-1,-1
340,22,1259,1129,312,211,1,-1,-1,-1
340,23,2362,1380,190,135,1,-1,-1,-1
341,22,1181,1120,331,222,1,-1,-1,-1
341,23,2376,1382,188,134,1,-1,-1,-1
342,22,1098,1111,353,234,1,-1,-1,-1
343,22,1009,1102,382,251,1,-1,-1,-1
344,22,904,1093,416,270,1,-1,-1,-1
345,22,782,1084,450,288,1,-1,-1,-1
346,22,652,1077,479,304,1,-1,-1,-1
347,22,507,1068,523,327,1,-1,-1,-1
348,22,334,1057,568,350,1,-1,-1,-1
349,22,157,1043,626,382,1,-1,-1,-1
350,22,31,1032,666,403,1,-1,-1,-1
351,22,-57,1023,686,416,1,-1,-1,-1
385,24,257,881,713,485,1,-1,-1,-1
386,24,332,891,707,480,1,-1,-1,-1
387,24,421,914,682,461,1,-1,-1,-1
388,24,496,939,659,443,1,-1,-1,-1
389,24,582,965,632,423,1,-1,-1,-1
390,24,661,994,600,399,1,-1,-1,-1
391,24,738,1009,581,383,1,-1,-1,-1
392,24,809,1023,564,370,1,-1,-1,-1
393,24,872,1038,550,357,1,-1,-1,-1
394,24,933,1050,538,346,1,-1,-1,-1
395,24,996,1063,522,333,1,-1,-1,-1
396,24,1059,1074,513,324,1,-1,-1,-1
397,24,1120,1084,505,316,1,-1,-1,-1
398,24,1176,1095,494,307,1,-1,-1,-1
399,24,1229,1105,484,299,1,-1,-1,-1
400,24,1286,1118,471,288,1,-1,-1,-1
401,24,1328,1128,458,280,1,-1,-1,-1
402,24,1372,1137,448,273,1,-1,-1,-1
403,24,1427,1143,443,269,1,-1,-1,-1
404,24,1488,1151,429,260,1,-1,-1,-1
405,24,1532,1158,421,255,1,-1,-1,-1
406,24,1569,1165,417,252,1,-1,-1,-1
407,24,1599,1169,421,255,1,-1,-1,-1
408,24,1641,1182,408,247,1,-1,-1,-1
