1,2087,1096,300,586,459,1,-1,-1,-1
1,2086,383,108,227,193,1,-1,-1,-1
2,2087,1113,305,602,470,1,-1,-1,-1
2,2086,376,110,228,192,1,-1,-1,-1
3,2087,1114,310,623,487,1,-1,-1,-1
3,2086,373,110,229,193,1,-1,-1,-1
4,2087,1135,310,639,502,1,-1,-1,-1
4,2086,365,110,234,196,1,-1,-1,-1
5,2087,1144,307,648,512,1,-1,-1,-1
5,2086,361,109,237,198,1,-1,-1,-1
6,2087,1150,314,655,518,1,-1,-1,-1
6,2086,357,110,239,198,1,-1,-1,-1
7,2087,1158,321,663,526,1,-1,-1,-1
7,2086,352,111,240,198,1,-1,-1,-1
8,2087,1180,330,670,534,1,-1,-1,-1
8,2086,346,112,241,199,1,-1,-1,-1
9,2087,1200,339,679,543,1,-1,-1,-1
9,2086,342,113,242,199,1,-1,-1,-1
10,2087,1225,348,687,553,1,-1,-1,-1
10,2086,338,113,243,200,1,-1,-1,-1
11,2087,1242,356,693,561,1,-1,-1,-1
11,2086,333,114,243,201,1,-1,-1,-1
12,2088,1457,135,328,264,1,-1,-1,-1
12,2087,1249,364,697,570,1,-1,-1,-1
12,2086,330,115,244,202,1,-1,-1,-1
13,2088,1447,132,323,261,1,-1,-1,-1
13,2087,1255,372,698,577,1,-1,-1,-1
13,2086,325,116,245,203,1,-1,-1,-1
14,2088,1433,128,320,260,1,-1,-1,-1
14,2087,1266,382,695,583,1,-1,-1,-1
14,2086,320,118,246,203,1,-1,-1,-1
15,2088,1420,126,317,258,1,-1,-1,-1
15,2087,1276,392,688,588,1,-1,-1,-1
15,2086,314,119,247,203,1,-1,-1,-1
16,2088,1407,126,312,256,1,-1,-1,-1
16,2087,1290,405,679,594,1,-1,-1,-1
16,2086,309,120,249,204,1,-1,-1,-1
17,2088,1397,126,309,254,1,-1,-1,-1
17,2087,1305,422,667,601,1,-1,-1,-1
17,2086,304,121,250,205,1,-1,-1,-1
18,2088,1388,123,306,253,1,-1,-1,-1
18,2087,1325,435,651,607,1,-1,-1,-1
18,2086,297,121,252,207,1,-1,-1,-1
19,2088,1377,119,305,254,1,-1,-1,-1
19,2086,293,122,255,208,1,-1,-1,-1
20,2088,1367,117,304,254,1,-1,-1,-1
20,2086,288,123,257,210,1,-1,-1,-1
21,2088,1362,117,303,255,1,-1,-1,-1
21,2086,285,123,259,212,1,-1,-1,-1
22,2088,1360,116,303,255,1,-1,-1,-1
22,2086,283,123,261,213,1,-1,-1,-1
23,2088,1359,116,302,255,1,-1,-1,-1
23,2086,282,122,263,214,1,-1,-1,-1
24,2088,1359,116,302,256,1,-1,-1,-1
24,2086,281,122,264,215,1,-1,-1,-1
25,2088,1360,116,302,257,1,-1,-1,-1
25,2086,281,121,265,216,1,-1,-1,-1
26,2088,1361,116,302,257,1,-1,-1,-1
26,2086,281,121,266,216,1,-1,-1,-1
27,2088,1362,116,302,258,1,-1,-1,-1
27,2086,281,121,266,217,1,-1,-1,-1
28,2088,1363,116,302,258,1,-1,-1,-1
28,2086,281,120,266,217,1,-1,-1,-1
29,2088,1364,116,302,258,1,-1,-1,-1
29,2086,281,120,266,217,1,-1,-1,-1
30,2088,1364,116,302,259,1,-1,-1,-1
30,2086,281,120,267,217,1,-1,-1,-1
31,2088,1316,112,299,256,1,-1,-1,-1
31,2086,273,127,269,219,1,-1,-1,-1
32,2088,1276,110,296,252,1,-1,-1,-1
32,2086,267,133,272,222,1,-1,-1,-1
33,2088,1250,109,291,247,1,-1,-1,-1
33,2086,262,137,275,226,1,-1,-1,-1
34,2088,1234,109,287,242,1,-1,-1,-1
34,2086,259,141,279,229,1,-1,-1,-1
35,2088,1222,104,283,238,1,-1,-1,-1
35,2086,257,144,282,233,1,-1,-1,-1
36,2088,1213,102,279,235,1,-1,-1,-1
36,2086,256,146,285,237,1,-1,-1,-1
37,2088,1204,102,275,232,1,-1,-1,-1
37,2086,252,148,288,240,1,-1,-1,-1
38,2089,1500,136,363,300,1,-1,-1,-1
38,2088,1197,104,271,229,1,-1,-1,-1
38,2086,250,149,291,243,1,-1,-1,-1
39,2089,1491,136,361,296,1,-1,-1,-1
39,2088,1193,106,266,226,1,-1,-1,-1
39,2086,249,149,293,245,1,-1,-1,-1
40,2089,1491,138,360,294,1,-1,-1,-1
40,2088,1193,107,263,224,1,-1,-1,-1
40,2086,251,147,295,248,1,-1,-1,-1
41,2089,1472,134,357,291,1,-1,-1,-1
41,2088,1184,104,261,223,1,-1,-1,-1
41,2086,256,149,298,250,1,-1,-1,-1
42,2089,1454,130,354,288,1,-1,-1,-1
42,2088,1173,100,258,222,1,-1,-1,-1
42,2086,262,151,300,253,1,-1,-1,-1
43,2089,1437,125,350,285,1,-1,-1,-1
43,2088,1163,98,256,221,1,-1,-1,-1
43,2086,265,154,303,257,1,-1,-1,-1
44,2089,1422,119,348,283,1,-1,-1,-1
44,2088,1153,98,254,220,1,-1,-1,-1
44,2086,268,156,306,260,1,-1,-1,-1
45,2089,1403,111,346,281,1,-1,-1,-1
45,2088,1144,96,253,220,1,-1,-1,-1
45,2086,269,159,310,262,1,-1,-1,-1
46,2089,1391,112,342,279,1,-1,-1,-1
46,2088,1139,95,251,219,1,-1,-1,-1
46,2086,271,162,313,264,1,-1,-1,-1
47,2089,1379,113,339,276,1,-1,-1,-1
47,2088,1133,94,250,219,1,-1,-1,-1
47,2086,274,165,317,267,1,-1,-1,-1
48,2089,1367,113,335,273,1,-1,-1,-1
48,2088,1127,94,248,218,1,-1,-1,-1
